date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:33	9689/9689	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2028%20Feb%202020%2014:38:08%20GMT	https://igenius.ai/component---src-pages-ideas-index-js-7f9f645802c5e42d67a3.js	F:/Downloads/igenius/igenius.ai/component---src-pages-ideas-index-js-7f9f645802c5e42d67a3.js	(from https://igenius.ai/ideas/)
23:14:34	141/141	---M--	200	added ('OK')	application/javascript	etag:%22f97c3e2117e8865a35a10fc04d5f939d%22	https://igenius.ai/path---ideas-a0e39f21c11f6a62c5ab.js	F:/Downloads/igenius/igenius.ai/path---ideas-a0e39f21c11f6a62c5ab.js	(from https://igenius.ai/ideas/)
23:14:34	278557/278557	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202020%2014:38:07%20GMT	https://igenius.ai/ideas/igenius.ai	F:/Downloads/igenius/igenius.ai/ideas/igenius.html	(from https://igenius.ai/ideas/)
23:14:34	991775/991775	---M--	200	added ('OK')	application/pdf	etag:%227a9f7f1a0d63e7ccd8afbd51f638df0b%22	https://igenius.ai/download/iGeniusPressKit.pdf	F:/Downloads/igenius/igenius.ai/download/iGeniusPressKit.pdf	(from https://igenius.ai/ideas/)
23:14:35	29626/29626	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2028%20Feb%202020%2014:38:08%20GMT	https://igenius.ai/component---src-pages-technology-index-js-c619eeabfb2ed7de3a16.js	F:/Downloads/igenius/igenius.ai/component---src-pages-technology-index-js-c619eeabfb2ed7de3a16.js	(from https://igenius.ai/technology/)
23:14:35	146/146	---M--	200	added ('OK')	application/javascript	etag:%2263414702df7b4521a557c62e12e9c84b%22	https://igenius.ai/path---technology-a0e39f21c11f6a62c5ab.js	F:/Downloads/igenius/igenius.ai/path---technology-a0e39f21c11f6a62c5ab.js	(from https://igenius.ai/technology/)
23:14:35	629235/629235	---M--	200	added ('OK')	image/jpeg	etag:%22494cc8faad6089f4a221574c7392253d%22	https://igenius.ai/ideas/micaela.jpg	F:/Downloads/igenius/igenius.ai/ideas/micaela.jpg	(from https://igenius.ai/ideas/)
23:14:36	278557/278557	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202020%2014:38:07%20GMT	https://igenius.ai/technology/igenius.ai	F:/Downloads/igenius/igenius.ai/technology/igenius.html	(from https://igenius.ai/technology/)
23:14:36	58736/58736	---M--	200	added ('OK')	image/png	etag:%220f363e3b43c77d32ceef5866817b4808%22	https://igenius.ai/static/shaping.0f363e3b.png	F:/Downloads/igenius/igenius.ai/static/shaping.0f363e3b.png	(from https://igenius.ai/technology/)
23:14:36	1157188/1157188	---M--	200	added ('OK')	image/gif	etag:%222da2d1056a7d6c80d344600f8c362620%22	https://igenius.ai/static/fdr.2da2d105.gif	F:/Downloads/igenius/igenius.ai/static/fdr.2da2d105.gif	(from https://igenius.ai/technology/)
23:14:38	22885/22885	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2028%20Feb%202020%2014:38:08%20GMT	https://igenius.ai/component---src-pages-design-index-js-85e0f28db5e8918dd437.js	F:/Downloads/igenius/igenius.ai/component---src-pages-design-index-js-85e0f28db5e8918dd437.js	(from https://igenius.ai/design/)
23:14:38	550134/550134	---M--	200	added ('OK')	image/gif	etag:%22379eb167def1b1a4fd20544efccb0e7a%22	https://igenius.ai/static/nlp.379eb167.gif	F:/Downloads/igenius/igenius.ai/static/nlp.379eb167.gif	(from https://igenius.ai/technology/)
23:14:38	2132477/2132477	---M--	200	added ('OK')	image/gif	etag:%2299ca933376f9ec5b5ac4c42a5844d710%22	https://igenius.ai/static/ai.99ca9333.gif	F:/Downloads/igenius/igenius.ai/static/ai.99ca9333.gif	(from https://igenius.ai/technology/)
23:14:39	142/142	---M--	200	added ('OK')	application/javascript	etag:%226d2d44f24654ca4131637ba71d45d092%22	https://igenius.ai/path---design-a0e39f21c11f6a62c5ab.js	F:/Downloads/igenius/igenius.ai/path---design-a0e39f21c11f6a62c5ab.js	(from https://igenius.ai/design/)
23:14:40	69753/69753	---M--	200	added ('OK')	image/png	etag:%22251cd092175af0e7ddb4b6044cc9243f%22	https://igenius.ai/static/mosaic-1.251cd092.png	F:/Downloads/igenius/igenius.ai/static/mosaic-1.251cd092.png	(from https://igenius.ai/design/)
23:14:40	68101/68101	---M--	200	added ('OK')	image/png	etag:%2233faa67518666164c54fe12810a69b94%22	https://igenius.ai/static/mosaic-2.33faa675.png	F:/Downloads/igenius/igenius.ai/static/mosaic-2.33faa675.png	(from https://igenius.ai/design/)
23:14:41	22242/22242	---M--	200	added ('OK')	image/png	etag:%22ea34c00b94f5b2f98ad0a31a32cdc1d0%22	https://igenius.ai/static/mosaic-3.ea34c00b.png	F:/Downloads/igenius/igenius.ai/static/mosaic-3.ea34c00b.png	(from https://igenius.ai/design/)
23:14:41	24630/24630	---M--	200	added ('OK')	image/png	etag:%220857d8b476cd961aa586164774bcdf32%22	https://igenius.ai/static/mosaic-4.0857d8b4.png	F:/Downloads/igenius/igenius.ai/static/mosaic-4.0857d8b4.png	(from https://igenius.ai/design/)
23:14:41	49636/49636	---M--	200	added ('OK')	image/png	etag:%22b2822a01c20b60150fe192a49759a9a8%22	https://igenius.ai/static/mosaic-5.b2822a01.png	F:/Downloads/igenius/igenius.ai/static/mosaic-5.b2822a01.png	(from https://igenius.ai/design/)
23:14:41	278557/278557	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202020%2014:38:07%20GMT	https://igenius.ai/design/igenius.ai	F:/Downloads/igenius/igenius.ai/design/igenius.html	(from https://igenius.ai/design/)
23:14:42	98134/98134	---M--	200	added ('OK')	image/png	etag:%2273cb6ec7ee9f7b4682ead5101ce57343%22	https://igenius.ai/static/mosaic-6.73cb6ec7.png	F:/Downloads/igenius/igenius.ai/static/mosaic-6.73cb6ec7.png	(from https://igenius.ai/design/)
23:14:43	452949/452949	---M--	200	added ('OK')	image/png	etag:%22a574ed6b00e1b14dbacd82d60c0426e1%22	https://igenius.ai/static/design-circles.a574ed6b.png	F:/Downloads/igenius/igenius.ai/static/design-circles.a574ed6b.png	(from https://igenius.ai/design/)
23:14:43	22619/22619	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2028%20Feb%202020%2014:38:08%20GMT	https://igenius.ai/component---src-pages-legal-index-js-3e5f4ba14cf240418318.js	F:/Downloads/igenius/igenius.ai/component---src-pages-legal-index-js-3e5f4ba14cf240418318.js	(from https://igenius.ai/legal/)
23:14:43	141/141	---M--	200	added ('OK')	application/javascript	etag:%224a1d7befd938fcc8ed7fa3db0b391c13%22	https://igenius.ai/path---legal-a0e39f21c11f6a62c5ab.js	F:/Downloads/igenius/igenius.ai/path---legal-a0e39f21c11f6a62c5ab.js	(from https://igenius.ai/legal/)
23:14:45	278557/278557	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Feb%202020%2014:38:07%20GMT	https://igenius.ai/legal/igenius.ai	F:/Downloads/igenius/igenius.ai/legal/igenius.html	(from https://igenius.ai/legal/)
23:14:46	39106/39106	---M--	200	added ('OK')	image/png	etag:%228c611754abba06d89f871cc4d6ef9679%22	https://igenius.ai/static/mosaic-7.8c611754.png	F:/Downloads/igenius/igenius.ai/static/mosaic-7.8c611754.png	(from https://igenius.ai/design/)
